"especie","rot","regiao","inv","faz","proj","talhao","parcela","arv","fuste","cap","ht","hdom","idade","carac","dap"
"E.grandis",1,"Bofete",1995,35,88,23,28,3,3,33,21,NA,6.66849315,"N",10.504226
"E.grandis",1,"Bofete",1995,35,88,23,28,4,4,47,22,NA,6.66849315,"N",14.960565
"E.grandis",1,"Bofete",1995,35,88,23,28,7,7,41,25,NA,6.66849315,"N",13.050705
"E.grandis",1,"Bofete",1995,35,88,23,28,8,8,39,19,NA,6.66849315,"N",12.414086
"E.grandis",1,"Bofete",1995,35,88,23,28,9,9,26,15,NA,6.66849315,"N",8.276057
"E.grandis",1,"Bofete",1995,35,88,23,28,10,10,43,21,NA,6.66849315,"N",13.687325
"E.grandis",1,"Bofete",1995,35,88,23,28,12,12,34,20,NA,6.66849315,"N",10.822536
"E.grandis",1,"Bofete",1995,35,88,23,28,13,13,31,19,NA,6.66849315,"N",9.867606
"E.grandis",1,"Bofete",1995,35,88,23,28,15,15,39,23,NA,6.66849315,"N",12.414086
"E.grandis",1,"Bofete",1995,35,88,23,28,22,22,59,22.5,22.5,6.66849315,"N",18.780283
"E.grandis",1,"Bofete",1995,35,88,23,28,25,25,55,24.5,24.5,6.66849315,"N",17.507044
"E.grandis",1,"Bofete",1995,35,88,23,28,26,26,65,27.5,27.5,6.66849315,"N",20.690143
"E.grandis",1,"Bofete",1995,35,88,23,28,32,32,55,24,24,6.66849315,"N",17.507044
"E.grandis",1,"Bofete",1995,35,88,23,28,39,39,57,29.5,29.5,6.66849315,"N",18.143664
"E.grandis",1,"Bofete",1995,35,88,23,29,1,1,39,18,NA,6.65479452,"N",12.414086
"E.grandis",1,"Bofete",1995,35,88,23,29,2,2,51,23,NA,6.65479452,"N",16.233804
"E.grandis",1,"Bofete",1995,35,88,23,29,3,3,30,19,NA,6.65479452,"N",9.549297
"E.grandis",1,"Bofete",1995,35,88,23,29,4,4,15,12,NA,6.65479452,"N",4.774648
"E.grandis",1,"Bofete",1995,35,88,23,29,5,5,35,18,NA,6.65479452,"N",11.140846
"E.grandis",1,"Bofete",1995,35,88,23,29,6,6,40,20,NA,6.65479452,"N",12.732395
"E.grandis",1,"Bofete",1995,35,88,23,29,7,7,21,16,NA,6.65479452,"N",6.684508
"E.grandis",1,"Bofete",1995,35,88,23,29,9,9,53,22,NA,6.65479452,"N",16.870424
"E.grandis",1,"Bofete",1995,35,88,23,29,10,10,43,20,NA,6.65479452,"N",13.687325
"E.grandis",1,"Bofete",1995,35,88,23,29,11,11,43,21,NA,6.65479452,"N",13.687325
"E.grandis",1,"Bofete",1995,35,88,23,29,20,20,56,21,21,6.65479452,"N",17.825354
"E.grandis",1,"Bofete",1995,35,88,23,29,24,24,59,22,22,6.65479452,"N",18.780283
"E.grandis",1,"Bofete",1995,35,88,23,29,26,26,59,24,24,6.65479452,"N",18.780283
"E.grandis",1,"Bofete",1995,35,88,23,29,27,27,55,23,23,6.65479452,"N",17.507044
"E.grandis",1,"Bofete",1995,35,88,23,29,31,31,63,24,24,6.65479452,"N",20.053523
"E.grandis",1,"Bofete",1995,35,88,23,30,1,1,37,18,NA,6.65479452,"N",11.777466
"E.grandis",1,"Bofete",1995,35,88,23,30,3,3,34,19,NA,6.65479452,"N",10.822536
"E.grandis",1,"Bofete",1995,35,88,23,30,4,4,40,20,NA,6.65479452,"N",12.732395
"E.grandis",1,"Bofete",1995,35,88,23,30,5,5,37,18,NA,6.65479452,"N",11.777466
"E.grandis",1,"Bofete",1995,35,88,23,30,6,6,33,18,NA,6.65479452,"N",10.504226
"E.grandis",1,"Bofete",1995,35,88,23,30,7,7,46,21,NA,6.65479452,"N",14.642255
"E.grandis",1,"Bofete",1995,35,88,23,30,8,8,45,20,NA,6.65479452,"N",14.323945
"E.grandis",1,"Bofete",1995,35,88,23,30,10,10,35,19,NA,6.65479452,"N",11.140846
"E.grandis",1,"Bofete",1995,35,88,23,30,11,11,43,19,NA,6.65479452,"N",13.687325
"E.grandis",1,"Bofete",1995,35,88,23,30,12,12,34,20,NA,6.65479452,"N",10.822536
"E.grandis",1,"Bofete",1995,35,88,23,30,18,18,56,21.5,21.5,6.65479452,"N",17.825354
"E.grandis",1,"Bofete",1995,35,88,23,30,21,21,58,21.5,21.5,6.65479452,"N",18.461973
"E.grandis",1,"Bofete",1995,35,88,23,30,22,22,58,22,22,6.65479452,"N",18.461973
"E.grandis",1,"Bofete",1995,35,88,23,30,29,29,59,20,20,6.65479452,"N",18.780283
"E.grandis",1,"Bofete",1995,35,88,23,30,61,61,65,22,22,6.65479452,"N",20.690143
"E.grandis",1,"Bofete",1995,35,88,23,31,1,1,38,20,NA,6.66849315,"N",12.095776
"E.grandis",1,"Bofete",1995,35,88,23,31,2,2,29,18,NA,6.66849315,"N",9.230987
"E.grandis",1,"Bofete",1995,35,88,23,31,3,3,29,19,NA,6.66849315,"N",9.230987
"E.grandis",1,"Bofete",1995,35,88,23,31,4,4,39,23,NA,6.66849315,"N",12.414086
"E.grandis",1,"Bofete",1995,35,88,23,31,5,5,15,12,NA,6.66849315,"N",4.774648
"E.grandis",1,"Bofete",1995,35,88,23,31,6,6,44,20,NA,6.66849315,"N",14.005635
"E.grandis",1,"Bofete",1995,35,88,23,31,7,7,29,19,NA,6.66849315,"N",9.230987
"E.grandis",1,"Bofete",1995,35,88,23,31,8,8,43,19,NA,6.66849315,"N",13.687325
"E.grandis",1,"Bofete",1995,35,88,23,31,9,9,29,15,NA,6.66849315,"N",9.230987
"E.grandis",1,"Bofete",1995,35,88,23,31,10,10,38,19,NA,6.66849315,"N",12.095776
"E.grandis",1,"Bofete",1995,35,88,23,31,19,19,64,24.5,24.5,6.66849315,"N",20.371833
"E.grandis",1,"Bofete",1995,35,88,23,31,21,21,57,27,27,6.66849315,"N",18.143664
"E.grandis",1,"Bofete",1995,35,88,23,31,25,25,61,25.5,25.5,6.66849315,"N",19.416903
"E.grandis",1,"Bofete",1995,35,88,23,31,27,27,60,26,26,6.66849315,"N",19.098593
"E.grandis",1,"Bofete",1995,35,88,23,31,30,30,70,25.5,25.5,6.66849315,"N",22.281692
"E.grandis",1,"Bofete",1995,35,88,23,32,1,1,45,20,NA,6.66849315,"N",14.323945
"E.grandis",1,"Bofete",1995,35,88,23,32,2,2,60,24,24.5,6.66849315,"N",19.098593
"E.grandis",1,"Bofete",1995,35,88,23,32,3,3,47,21,NA,6.66849315,"N",14.960565
"E.grandis",1,"Bofete",1995,35,88,23,32,5,5,21,13,NA,6.66849315,"N",6.684508
"E.grandis",1,"Bofete",1995,35,88,23,32,6,6,45,21,NA,6.66849315,"N",14.323945
"E.grandis",1,"Bofete",1995,35,88,23,32,8,8,35,20,NA,6.66849315,"N",11.140846
"E.grandis",1,"Bofete",1995,35,88,23,32,9,9,24,15,NA,6.66849315,"N",7.639437
"E.grandis",1,"Bofete",1995,35,88,23,32,10,10,38,19,NA,6.66849315,"N",12.095776
"E.grandis",1,"Bofete",1995,35,88,23,32,12,12,36,19,NA,6.66849315,"N",11.459156
"E.grandis",1,"Bofete",1995,35,88,23,32,13,13,40,23,NA,6.66849315,"N",12.732395
"E.grandis",1,"Bofete",1995,35,88,23,32,23,24,54,22,22,6.66849315,"N",17.188734
"E.grandis",1,"Bofete",1995,35,88,23,32,38,39,52,21.5,21.5,6.66849315,"N",16.552114
"E.grandis",1,"Bofete",1995,35,88,23,32,44,45,55,21.5,21.5,6.66849315,"N",17.507044
"E.grandis",1,"Bofete",1995,35,88,23,32,56,57,66,27,27,6.66849315,"N",21.008452
"E.grandis",1,"Bofete",1995,35,88,23,33,1,1,41,19,NA,6.66849315,"N",13.050705
"E.grandis",1,"Bofete",1995,35,88,23,33,2,2,61,24,24,6.66849315,"N",19.416903
"E.grandis",1,"Bofete",1995,35,88,23,33,4,4,55,26,NA,6.66849315,"N",17.507044
"E.grandis",1,"Bofete",1995,35,88,23,33,5,5,59,25,25.5,6.66849315,"N",18.780283
"E.grandis",1,"Bofete",1995,35,88,23,33,6,6,28,16,NA,6.66849315,"N",8.912677
"E.grandis",1,"Bofete",1995,35,88,23,33,7,7,23,11,NA,6.66849315,"N",7.321127
"E.grandis",1,"Bofete",1995,35,88,23,33,8,8,37,20,NA,6.66849315,"N",11.777466
"E.grandis",1,"Bofete",1995,35,88,23,33,9,9,49,23,NA,6.66849315,"N",15.597184
"E.grandis",1,"Bofete",1995,35,88,23,33,10,10,40,19,NA,6.66849315,"N",12.732395
"E.grandis",1,"Bofete",1995,35,88,23,33,12,12,50,23,NA,6.66849315,"N",15.915494
"E.grandis",1,"Bofete",1995,35,88,23,33,31,31,56,23,23,6.66849315,"N",17.825354
"E.grandis",1,"Bofete",1995,35,88,23,33,48,48,62,27.5,27.5,6.66849315,"N",19.735213
"E.grandis",1,"Bofete",1995,35,88,23,33,51,51,61,26,26,6.66849315,"N",19.416903
"E.grandis",1,"Bofete",1995,35,88,23,34,1,1,35,22,NA,6.66849315,"N",11.140846
"E.grandis",1,"Bofete",1995,35,88,23,34,2,2,51,27,NA,6.66849315,"N",16.233804
"E.grandis",1,"Bofete",1995,35,88,23,34,3,3,46,25,NA,6.66849315,"N",14.642255
"E.grandis",1,"Bofete",1995,35,88,23,34,4,4,45,24,NA,6.66849315,"N",14.323945
"E.grandis",1,"Bofete",1995,35,88,23,34,5,5,24,15,NA,6.66849315,"N",7.639437
"E.grandis",1,"Bofete",1995,35,88,23,34,6,6,36,23,NA,6.66849315,"N",11.459156
"E.grandis",1,"Bofete",1995,35,88,23,34,7,7,55,30,NA,6.66849315,"N",17.507044
"E.grandis",1,"Bofete",1995,35,88,23,34,8,8,72,32,32,6.66849315,"N",22.918312
"E.grandis",1,"Bofete",1995,35,88,23,34,11,11,58,28,NA,6.66849315,"N",18.461973
"E.grandis",1,"Bofete",1995,35,88,23,34,12,12,26,17,NA,6.66849315,"N",8.276057
"E.grandis",1,"Bofete",1995,35,88,23,34,14,14,61,29.5,29.5,6.66849315,"N",19.416903
"E.grandis",1,"Bofete",1995,35,88,23,34,50,51,66,29,29,6.66849315,"N",21.008452
"E.grandis",1,"Bofete",1995,35,88,23,34,55,56,61,30,30,6.66849315,"N",19.416903
"E.grandis",1,"Bofete",1995,35,88,23,34,58,59,59,29.5,29.5,6.66849315,"N",18.780283
"E.grandis",1,"Bofete",1995,35,88,23,35,1,1,39,20,NA,6.65479452,"N",12.414086
"E.grandis",1,"Bofete",1995,35,88,23,35,2,2,26,17,NA,6.65479452,"N",8.276057
"E.grandis",1,"Bofete",1995,35,88,23,35,3,3,18,18,NA,6.65479452,"N",5.729578
"E.grandis",1,"Bofete",1995,35,88,23,35,4,4,40,20,NA,6.65479452,"N",12.732395
"E.grandis",1,"Bofete",1995,35,88,23,35,5,5,53,21,NA,6.65479452,"N",16.870424
"E.grandis",1,"Bofete",1995,35,88,23,35,7,7,37,18,NA,6.65479452,"N",11.777466
"E.grandis",1,"Bofete",1995,35,88,23,35,8,8,22,14,NA,6.65479452,"N",7.002817
"E.grandis",1,"Bofete",1995,35,88,23,35,9,9,25,15,NA,6.65479452,"N",7.957747
"E.grandis",1,"Bofete",1995,35,88,23,35,10,10,46,21,NA,6.65479452,"N",14.642255
"E.grandis",1,"Bofete",1995,35,88,23,35,11,11,48,21,NA,6.65479452,"N",15.278875
"E.grandis",1,"Bofete",1995,35,88,23,35,33,33,68,25.5,25.5,6.65479452,"N",21.645072
"E.grandis",1,"Bofete",1995,35,88,23,35,36,36,66,24,24,6.65479452,"N",21.008452
"E.grandis",1,"Bofete",1995,35,88,23,35,39,39,68,24,24,6.65479452,"N",21.645072
"E.grandis",1,"Bofete",1995,35,88,23,35,52,52,59,23.5,23.5,6.65479452,"N",18.780283
"E.grandis",1,"Bofete",1995,35,88,23,35,59,59,57,23.5,23.5,6.65479452,"N",18.143664
"E.grandis",1,"Bofete",1995,35,88,23,36,1,1,40,21,NA,6.65753425,"N",12.732395
"E.grandis",1,"Bofete",1995,35,88,23,36,2,2,42,21,NA,6.65753425,"N",13.369015
"E.grandis",1,"Bofete",1995,35,88,23,36,3,3,27,16,NA,6.65753425,"N",8.594367
"E.grandis",1,"Bofete",1995,35,88,23,36,4,4,46,19,NA,6.65753425,"N",14.642255
"E.grandis",1,"Bofete",1995,35,88,23,36,5,5,33,19,NA,6.65753425,"N",10.504226
"E.grandis",1,"Bofete",1995,35,88,23,36,6,6,29,18,NA,6.65753425,"N",9.230987
"E.grandis",1,"Bofete",1995,35,88,23,36,7,7,31,17,NA,6.65753425,"N",9.867606
"E.grandis",1,"Bofete",1995,35,88,23,36,8,8,28,19,NA,6.65753425,"N",8.912677
"E.grandis",1,"Bofete",1995,35,88,23,36,9,9,40,17,NA,6.65753425,"N",12.732395
"E.grandis",1,"Bofete",1995,35,88,23,36,10,10,45,19,NA,6.65753425,"N",14.323945
"E.grandis",1,"Bofete",1995,35,88,23,36,20,20,51,21,21,6.65753425,"N",16.233804
"E.grandis",1,"Bofete",1995,35,88,23,36,24,24,49,19,19,6.65753425,"N",15.597184
"E.grandis",1,"Bofete",1995,35,88,23,36,26,26,52,21.5,21.5,6.65753425,"N",16.552114
"E.grandis",1,"Bofete",1995,35,88,23,36,35,35,49,20.5,20.5,6.65753425,"N",15.597184
"E.grandis",1,"Bofete",1995,35,88,23,36,40,40,53,23,23,6.65753425,"N",16.870424
"E.grandis",1,"Bofete",1995,35,88,23,37,1,1,24,18,NA,6.66575342,"N",7.639437
"E.grandis",1,"Bofete",1995,35,88,23,37,2,2,37,19,NA,6.66575342,"N",11.777466
"E.grandis",1,"Bofete",1995,35,88,23,37,3,3,30,21,NA,6.66575342,"N",9.549297
"E.grandis",1,"Bofete",1995,35,88,23,37,4,4,42,24,NA,6.66575342,"N",13.369015
"E.grandis",1,"Bofete",1995,35,88,23,37,5,5,43,25,NA,6.66575342,"N",13.687325
"E.grandis",1,"Bofete",1995,35,88,23,37,6,6,45,26,NA,6.66575342,"N",14.323945
"E.grandis",1,"Bofete",1995,35,88,23,37,7,7,26,17,NA,6.66575342,"N",8.276057
"E.grandis",1,"Bofete",1995,35,88,23,37,8,8,38,22,NA,6.66575342,"N",12.095776
"E.grandis",1,"Bofete",1995,35,88,23,37,9,9,34,21,NA,6.66575342,"N",10.822536
"E.grandis",1,"Bofete",1995,35,88,23,37,10,10,30,17,NA,6.66575342,"N",9.549297
"E.grandis",1,"Bofete",1995,35,88,23,37,25,25,60,28,28,6.66575342,"N",19.098593
"E.grandis",1,"Bofete",1995,35,88,23,37,37,37,57,28.5,28.5,6.66575342,"N",18.143664
"E.grandis",1,"Bofete",1995,35,88,23,37,41,41,61,27.5,27.5,6.66575342,"N",19.416903
"E.grandis",1,"Bofete",1995,35,88,23,37,42,42,56,28.5,28.5,6.66575342,"N",17.825354
"E.grandis",1,"Bofete",1995,35,88,23,37,44,44,60,28,28,6.66575342,"N",19.098593
"E.grandis",1,"Bofete",1995,35,88,23,38,1,1,26,20,NA,6.66575342,"N",8.276057
"E.grandis",1,"Bofete",1995,35,88,23,38,2,2,46,26,NA,6.66575342,"N",14.642255
"E.grandis",1,"Bofete",1995,35,88,23,38,3,3,37,23,NA,6.66575342,"N",11.777466
"E.grandis",1,"Bofete",1995,35,88,23,38,4,4,22,16,NA,6.66575342,"N",7.002817
"E.grandis",1,"Bofete",1995,35,88,23,38,5,5,44,26,NA,6.66575342,"N",14.005635
"E.grandis",1,"Bofete",1995,35,88,23,38,7,7,50,21,NA,6.66575342,"N",15.915494
"E.grandis",1,"Bofete",1995,35,88,23,38,8,8,23,17,NA,6.66575342,"N",7.321127
"E.grandis",1,"Bofete",1995,35,88,23,38,9,9,35,18,NA,6.66575342,"N",11.140846
"E.grandis",1,"Bofete",1995,35,88,23,38,10,10,20,14,NA,6.66575342,"N",6.366198
"E.grandis",1,"Bofete",1995,35,88,23,38,11,11,44,22,NA,6.66575342,"N",14.005635
"E.grandis",1,"Bofete",1995,35,88,23,38,12,12,54,25.5,25.5,6.66575342,"N",17.188734
"E.grandis",1,"Bofete",1995,35,88,23,38,18,18,62,24,24,6.66575342,"N",19.735213
"E.grandis",1,"Bofete",1995,35,88,23,38,32,32,55,24,24,6.66575342,"N",17.507044
"E.grandis",1,"Bofete",1995,35,88,23,38,33,33,55,24.5,24.5,6.66575342,"N",17.507044
"E.grandis",1,"Bofete",1995,35,88,23,38,44,44,56,28.5,28.5,6.66575342,"N",17.825354
"E.grandis",1,"Bofete",1995,35,88,23,39,1,1,36,19,NA,6.66849315,"N",11.459156
"E.grandis",1,"Bofete",1995,35,88,23,39,2,2,41,20,NA,6.66849315,"N",13.050705
"E.grandis",1,"Bofete",1995,35,88,23,39,3,3,45,21,NA,6.66849315,"N",14.323945
"E.grandis",1,"Bofete",1995,35,88,23,39,4,4,45,21,NA,6.66849315,"N",14.323945
"E.grandis",1,"Bofete",1995,35,88,23,39,5,5,39,20,NA,6.66849315,"N",12.414086
"E.grandis",1,"Bofete",1995,35,88,23,39,6,6,35,20,NA,6.66849315,"N",11.140846
"E.grandis",1,"Bofete",1995,35,88,23,39,7,7,35,17,NA,6.66849315,"N",11.140846
"E.grandis",1,"Bofete",1995,35,88,23,39,8,8,54,21,21.5,6.66849315,"N",17.188734
"E.grandis",1,"Bofete",1995,35,88,23,39,9,9,32,18,NA,6.66849315,"N",10.185916
"E.grandis",1,"Bofete",1995,35,88,23,39,10,10,26,17,NA,6.66849315,"N",8.276057
"E.grandis",1,"Bofete",1995,35,88,23,39,11,11,52,22.5,22.5,6.66849315,"N",16.552114
"E.grandis",1,"Bofete",1995,35,88,23,39,18,18,55,20,20,6.66849315,"N",17.507044
"E.grandis",1,"Bofete",1995,35,88,23,39,44,44,59,20.5,20.5,6.66849315,"N",18.780283
"E.grandis",1,"Bofete",1995,35,88,23,39,49,49,55,21.5,21.5,6.66849315,"N",17.507044
"E.grandis",1,"Bofete",1995,35,89,38,1,1,1,46,21,NA,5.98356164,"N",14.642255
"E.grandis",1,"Bofete",1995,35,89,38,1,2,2,26,14,NA,5.98356164,"N",8.276057
"E.grandis",1,"Bofete",1995,35,89,38,1,4,4,46,22,NA,5.98356164,"N",14.642255
"E.grandis",1,"Bofete",1995,35,89,38,1,5,5,47,24,NA,5.98356164,"N",14.960565
"E.grandis",1,"Bofete",1995,35,89,38,1,7,7,42,22,NA,5.98356164,"N",13.369015
"E.grandis",1,"Bofete",1995,35,89,38,1,8,8,46,22,NA,5.98356164,"N",14.642255
"E.grandis",1,"Bofete",1995,35,89,38,1,9,9,34,19,NA,5.98356164,"N",10.822536
"E.grandis",1,"Bofete",1995,35,89,38,1,10,10,36,22,NA,5.98356164,"N",11.459156
"E.grandis",1,"Bofete",1995,35,89,38,1,11,11,32,20,NA,5.98356164,"N",10.185916
"E.grandis",1,"Bofete",1995,35,89,38,1,12,12,33,21,NA,5.98356164,"N",10.504226
"E.grandis",1,"Bofete",1995,35,89,38,1,21,21,59,24,24,5.98356164,"N",18.780283
"E.grandis",1,"Bofete",1995,35,89,38,1,24,24,61,24.5,24.5,5.98356164,"N",19.416903
"E.grandis",1,"Bofete",1995,35,89,38,1,26,26,65,25.5,25.5,5.98356164,"N",20.690143
"E.grandis",1,"Bofete",1995,35,89,38,1,30,30,64,24,24,5.98356164,"N",20.371833
"E.grandis",1,"Bofete",1995,35,89,38,1,33,33,60,24,24,5.98356164,"N",19.098593
"E.grandis",1,"Bofete",1995,35,89,38,2,1,1,46,19,NA,5.9890411,"N",14.642255
"E.grandis",1,"Bofete",1995,35,89,38,2,3,3,27,14,NA,5.9890411,"N",8.594367
"E.grandis",1,"Bofete",1995,35,89,38,2,5,5,27,14,NA,5.9890411,"N",8.594367
"E.grandis",1,"Bofete",1995,35,89,38,2,7,7,22,16,NA,5.9890411,"N",7.002817
"E.grandis",1,"Bofete",1995,35,89,38,2,9,9,30,16,NA,5.9890411,"N",9.549297
"E.grandis",1,"Bofete",1995,35,89,38,2,11,11,16,10,NA,5.9890411,"N",5.092958
"E.grandis",1,"Bofete",1995,35,89,38,2,12,12,47,19,19.5,5.9890411,"N",14.960565
"E.grandis",1,"Bofete",1995,35,89,38,2,15,15,43,18,NA,5.9890411,"N",13.687325
"E.grandis",1,"Bofete",1995,35,89,38,2,16,16,27,13,NA,5.9890411,"N",8.594367
"E.grandis",1,"Bofete",1995,35,89,38,2,18,18,27,19,NA,5.9890411,"N",8.594367
"E.grandis",1,"Bofete",1995,35,89,38,2,19,19,48,20.5,20.5,5.9890411,"N",15.278875
"E.grandis",1,"Bofete",1995,35,89,38,2,33,33,65,23,23,5.9890411,"N",20.690143
"E.grandis",1,"Bofete",1995,35,89,38,2,37,37,58,21,21,5.9890411,"N",18.461973
"E.grandis",1,"Bofete",1995,35,89,38,2,43,43,54,21.5,21.5,5.9890411,"N",17.188734
"E.grandis",1,"Bofete",1995,35,89,38,3,3,3,44,19,NA,5.98630137,"N",14.005635
"E.grandis",1,"Bofete",1995,35,89,38,3,4,4,42,18,NA,5.98630137,"N",13.369015
"E.grandis",1,"Bofete",1995,35,89,38,3,5,5,33,16,NA,5.98630137,"N",10.504226
"E.grandis",1,"Bofete",1995,35,89,38,3,6,6,43,18,NA,5.98630137,"N",13.687325
"E.grandis",1,"Bofete",1995,35,89,38,3,7,7,27,16,NA,5.98630137,"N",8.594367
"E.grandis",1,"Bofete",1995,35,89,38,3,9,9,23,13,NA,5.98630137,"N",7.321127
"E.grandis",1,"Bofete",1995,35,89,38,3,10,10,45,17,17.5,5.98630137,"N",14.323945
"E.grandis",1,"Bofete",1995,35,89,38,3,12,12,33,19,NA,5.98630137,"N",10.504226
"E.grandis",1,"Bofete",1995,35,89,38,3,13,13,40,19,NA,5.98630137,"N",12.732395
"E.grandis",1,"Bofete",1995,35,89,38,3,14,14,26,16,NA,5.98630137,"N",8.276057
"E.grandis",1,"Bofete",1995,35,89,38,3,38,38,49,19.5,19.5,5.98630137,"N",15.597184
"E.grandis",1,"Bofete",1995,35,89,38,3,40,40,45,18.5,18.5,5.98630137,"N",14.323945
"E.grandis",1,"Bofete",1995,35,89,38,3,53,53,47,18,18,5.98630137,"N",14.960565
"E.grandis",1,"Bofete",1995,35,89,38,3,59,59,48,19,19,5.98630137,"N",15.278875
"E.grandis",1,"Bofete",1995,35,89,38,4,1,1,34,18,NA,5.9890411,"N",10.822536
"E.grandis",1,"Bofete",1995,35,89,38,4,3,3,25,15,NA,5.9890411,"N",7.957747
"E.grandis",1,"Bofete",1995,35,89,38,4,5,5,26,14,NA,5.9890411,"N",8.276057
"E.grandis",1,"Bofete",1995,35,89,38,4,8,8,50,20,20.5,5.9890411,"N",15.915494
"E.grandis",1,"Bofete",1995,35,89,38,4,9,9,41,19,NA,5.9890411,"N",13.050705
"E.grandis",1,"Bofete",1995,35,89,38,4,11,11,39,18,NA,5.9890411,"N",12.414086
"E.grandis",1,"Bofete",1995,35,89,38,4,12,12,34,19,NA,5.9890411,"N",10.822536
"E.grandis",1,"Bofete",1995,35,89,38,4,13,13,28,16,NA,5.9890411,"N",8.912677
"E.grandis",1,"Bofete",1995,35,89,38,4,17,17,30,18,NA,5.9890411,"N",9.549297
"E.grandis",1,"Bofete",1995,35,89,38,4,18,18,46,20,20.5,5.9890411,"N",14.642255
"E.grandis",1,"Bofete",1995,35,89,38,4,23,23,45,20,20,5.9890411,"N",14.323945
"E.grandis",1,"Bofete",1995,35,89,38,4,32,32,55,22,22,5.9890411,"N",17.507044
"E.grandis",1,"Bofete",1995,35,89,38,4,37,37,57,22.5,22.5,5.9890411,"N",18.143664
"E.grandis",1,"Bofete",1995,35,89,38,5,1,1,34,17,NA,5.98356164,"N",10.822536
"E.grandis",1,"Bofete",1995,35,89,38,5,2,2,35,20,NA,5.98356164,"N",11.140846
"E.grandis",1,"Bofete",1995,35,89,38,5,3,3,32,19,NA,5.98356164,"N",10.185916
"E.grandis",1,"Bofete",1995,35,89,38,5,5,5,35,17,NA,5.98356164,"N",11.140846
"E.grandis",1,"Bofete",1995,35,89,38,5,6,6,31,20,NA,5.98356164,"N",9.867606
"E.grandis",1,"Bofete",1995,35,89,38,5,7,7,31,18,NA,5.98356164,"N",9.867606
"E.grandis",1,"Bofete",1995,35,89,38,5,8,8,46,22,NA,5.98356164,"N",14.642255
"E.grandis",1,"Bofete",1995,35,89,38,5,9,9,26,15,NA,5.98356164,"N",8.276057
"E.grandis",1,"Bofete",1995,35,89,38,5,10,10,39,21,NA,5.98356164,"N",12.414086
"E.grandis",1,"Bofete",1995,35,89,38,5,11,11,27,17,NA,5.98356164,"N",8.594367
"E.grandis",1,"Bofete",1995,35,89,38,5,17,17,47,21.5,21.5,5.98356164,"N",14.960565
"E.grandis",1,"Bofete",1995,35,89,38,5,21,21,51,23.5,23.5,5.98356164,"N",16.233804
"E.grandis",1,"Bofete",1995,35,89,38,5,30,30,48,22.5,22.5,5.98356164,"N",15.278875
"E.grandis",1,"Bofete",1995,35,89,38,5,35,35,57,22,22,5.98356164,"N",18.143664
"E.grandis",1,"Bofete",1995,35,89,38,5,66,66,47,21.5,21.5,5.98356164,"N",14.960565
"E.grandis",1,"Bofete",1995,35,89,38,6,1,1,30,18,NA,5.98356164,"N",9.549297
"E.grandis",1,"Bofete",1995,35,89,38,6,2,2,32,18,NA,5.98356164,"N",10.185916
"E.grandis",1,"Bofete",1995,35,89,38,6,3,3,37,19,NA,5.98356164,"N",11.777466
"E.grandis",1,"Bofete",1995,35,89,38,6,5,5,33,18,NA,5.98356164,"N",10.504226
"E.grandis",1,"Bofete",1995,35,89,38,6,6,6,39,21,NA,5.98356164,"N",12.414086
"E.grandis",1,"Bofete",1995,35,89,38,6,7,7,31,19,NA,5.98356164,"N",9.867606
"E.grandis",1,"Bofete",1995,35,89,38,6,9,9,21,15,NA,5.98356164,"N",6.684508
"E.grandis",1,"Bofete",1995,35,89,38,6,10,10,30,18,NA,5.98356164,"N",9.549297
"E.grandis",1,"Bofete",1995,35,89,38,6,11,11,36,18,NA,5.98356164,"N",11.459156
"E.grandis",1,"Bofete",1995,35,89,38,6,28,28,49,23.5,23.5,5.98356164,"N",15.597184
"E.grandis",1,"Bofete",1995,35,89,38,6,44,44,49,21.5,21.5,5.98356164,"N",15.597184
"E.grandis",1,"Bofete",1995,35,89,38,6,45,45,48,20.5,20.5,5.98356164,"N",15.278875
"E.grandis",1,"Bofete",1995,35,89,38,6,65,65,50,22.5,22.5,5.98356164,"N",15.915494
"E.grandis",1,"Bofete",1995,35,89,38,6,71,71,49,22,22,5.98356164,"N",15.597184
"E.grandis",1,"Bofete",1995,35,89,38,7,2,2,27,16,NA,5.98630137,"N",8.594367
"E.grandis",1,"Bofete",1995,35,89,38,7,3,3,17,11,NA,5.98630137,"N",5.411268
"E.grandis",1,"Bofete",1995,35,89,38,7,5,5,37,17,NA,5.98630137,"N",11.777466
"E.grandis",1,"Bofete",1995,35,89,38,7,6,6,46,20,NA,5.98630137,"N",14.642255
"E.grandis",1,"Bofete",1995,35,89,38,7,7,7,15,10,NA,5.98630137,"N",4.774648
"E.grandis",1,"Bofete",1995,35,89,38,7,8,8,50,20,20,5.98630137,"N",15.915494
"E.grandis",1,"Bofete",1995,35,89,38,7,11,11,37,18,NA,5.98630137,"N",11.777466
"E.grandis",1,"Bofete",1995,35,89,38,7,12,12,49,19,19,5.98630137,"N",15.597184
"E.grandis",1,"Bofete",1995,35,89,38,7,14,14,33,17,NA,5.98630137,"N",10.504226
"E.grandis",1,"Bofete",1995,35,89,38,7,19,19,56,21.5,21.5,5.98630137,"N",17.825354
"E.grandis",1,"Bofete",1995,35,89,38,7,26,26,47,18,18,5.98630137,"N",14.960565
"E.grandis",1,"Bofete",1995,35,89,38,7,33,33,48,18.5,18.5,5.98630137,"N",15.278875
