"local","parcela","arvore","fuste","cap","h","especie"
"jureia",2,58,3,510,140,"Tabebuia cassinoides"
"jureia",2,58,4,640,140,"Tabebuia cassinoides"
"jureia",2,59,1,260,80,"jussara"
"jureia",2,60,1,400,100,"Psidium sp"
"jureia",2,60,2,390,100,"Psidium sp"
"jureia",2,60,3,420,100,"Psidium sp"
"jureia",2,60,4,180,100,"Psidium sp"
"jureia",2,61,1,810,120,"Tabebuia cassinoides"
"jureia",2,61,2,580,120,"Tabebuia cassinoides"
"jureia",2,62,1,280,140,"jussara"
"jureia",2,63,1,270,90,"jussara"
"jureia",2,64,1,280,100,"jussara"
"jureia",2,65,1,230,60,"Andira fraxinifolia"
"jureia",2,66,1,240,90,"Tabebuia cassinoides"
"jureia",2,67,1,620,180,"Tabebuia cassinoides"
"jureia",2,67,2,410,180,"Tabebuia cassinoides"
"jureia",2,68,1,190,110,"Cabralea canjerana"
"jureia",2,69,1,380,100,"Tabebuia cassinoides"
"jureia",2,69,2,170,100,"Tabebuia cassinoides"
"jureia",2,69,3,250,100,"Tabebuia cassinoides"
"jureia",2,70,1,450,120,"Tabebuia cassinoides"
"jureia",2,71,1,510,120,"Tabebuia cassinoides"
"jureia",2,72,1,290,110,"Persea sp"
"jureia",3,73,1,430,100,"Tabebuia cassinoides"
"jureia",3,74,1,550,120,"Tabebuia cassinoides"
"jureia",3,75,1,560,110,"Tabebuia cassinoides"
"jureia",3,76,1,460,140,"Cryptocaria moschata"
"jureia",3,76,2,440,140,"Cryptocaria moschata"
"jureia",3,77,1,850,130,"Tabebuia cassinoides"
"jureia",3,77,2,250,130,"Tabebuia cassinoides"
"jureia",3,78,1,670,130,"Tabebuia cassinoides"
"jureia",3,78,2,550,130,"Tabebuia cassinoides"
"jureia",3,79,1,380,100,"Tabebuia cassinoides"
"jureia",3,80,1,580,150,"Tabebuia cassinoides"
"jureia",3,80,2,610,150,"Tabebuia cassinoides"
"jureia",3,80,3,550,150,"Tabebuia cassinoides"
"jureia",3,80,4,600,150,"Tabebuia cassinoides"
"jureia",3,81,1,220,90,"Calophyllum brasiliensis"
"jureia",3,82,1,420,110,"Gomidesia sp"
"jureia",3,83,1,210,80,"Calophyllum brasiliensis"
"jureia",3,84,1,340,90,"Andira fraxinifolia"
"jureia",3,85,1,190,50,"Andira fraxinifolia"
"jureia",3,86,1,230,110,"eugenia3"
"jureia",3,87,1,470,100,"Tabebuia cassinoides"
"jureia",3,88,1,720,130,"Ficus sp"
"jureia",3,89,1,270,90,"Tabebuia cassinoides"
"jureia",3,89,2,320,90,"Tabebuia cassinoides"
"jureia",3,89,3,290,90,"Tabebuia cassinoides"
"jureia",3,90,1,430,90,"Tabebuia cassinoides"
"jureia",3,91,1,880,100,"Tabebuia cassinoides"
"jureia",3,91,2,380,100,"Tabebuia cassinoides"
"jureia",3,92,1,310,110,"Tabebuia cassinoides"
"jureia",3,92,2,320,110,"Tabebuia cassinoides"
"jureia",4,93,1,270,100,"jussara"
"jureia",4,94,1,200,60,"Tabebuia cassinoides"
"jureia",4,95,1,270,100,"Coussapoa macrocarpa"
"jureia",4,96,1,280,80,"Coussapoa macrocarpa"
"jureia",4,97,1,280,90,"jussara"
"jureia",4,98,1,330,110,"jussara"
"jureia",4,99,1,330,110,"Ilex durosa"
"jureia",4,100,1,280,60,"jussara"
"jureia",4,101,1,300,50,"jussara"
"jureia",4,102,1,270,70,"jussara"
"jureia",4,103,1,360,110,"jussara"
"jureia",4,104,1,480,110,"Inga sp"
"jureia",4,105,1,1400,100,"Tabebuia cassinoides"
"jureia",4,106,1,2100,160,"Calophyllum brasiliensis"
"jureia",4,107,1,820,150,"Tabebuia cassinoides"
"jureia",4,108,1,610,140,"Alchornea triplinervia"
"jureia",4,109,1,220,160,"jussara"
"jureia",4,110,1,370,70,"fabaceae1"
"jureia",4,111,1,350,110,"jussara"
"jureia",4,112,1,200,60,"jussara"
"jureia",4,113,1,320,90,"Tabebuia cassinoides"
"jureia",4,114,1,330,110,"jussara"
"jureia",4,115,1,550,130,"Tabebuia cassinoides"
"jureia",4,116,1,620,130,"Tabebuia cassinoides"
"jureia",4,117,2,510,130,"Tabebuia cassinoides"
"jureia",4,117,1,370,90,"Psidium sp"
"jureia",4,118,1,410,70,"jussara"
"jureia",4,119,1,330,90,"Tabebuia cassinoides"
"jureia",4,119,2,480,90,"Tabebuia cassinoides"
"jureia",4,120,1,310,110,"Tabebuia cassinoides"
"jureia",4,120,2,590,110,"Tabebuia cassinoides"
"jureia",4,121,1,210,60,"Tabebuia cassinoides"
"jureia",4,121,1,270,60,"Tabebuia cassinoides"
"jureia",4,122,1,300,70,"Tabebuia cassinoides"
"jureia",4,123,1,220,60,"Tabebuia cassinoides"
"jureia",4,124,1,600,140,"Tabebuia cassinoides"
"jureia",4,125,1,470,120,"Tabebuia cassinoides"
"jureia",4,125,2,290,120,"Tabebuia cassinoides"
"jureia",4,126,1,420,100,"Tabebuia cassinoides"
"jureia",4,127,1,240,70,"Tabebuia cassinoides"
"jureia",4,128,1,530,130,"Tabebuia cassinoides"
"jureia",4,129,1,380,80,"Inga sp"
"jureia",4,130,1,290,90,"Simplocos sp"
"jureia",4,131,1,390,110,"Tabebuia cassinoides"
"jureia",5,131,1,360,110,"Tabebuia cassinoides"
"jureia",5,132,1,290,120,"Tabebuia cassinoides"
"jureia",5,132,2,420,120,"Tabebuia cassinoides"
"jureia",5,133,1,220,80,"Tabebuia cassinoides"
"jureia",5,134,1,500,120,"Tabebuia cassinoides"
"jureia",5,135,1,160,100,"Psidium sp"
"jureia",5,136,1,290,80,"Tabebuia cassinoides"
"jureia",5,137,1,360,100,"Tabebuia cassinoides"
"jureia",5,137,2,390,100,"Tabebuia cassinoides"
"jureia",5,138,1,540,110,"Ilex durosa"
"jureia",5,139,1,390,130,"Ilex durosa"
"jureia",5,139,2,470,130,"Ilex durosa"
"jureia",5,139,3,500,130,"Ilex durosa"
"jureia",5,140,1,220,60,"Tabebuia cassinoides"
"jureia",5,141,1,210,70,"Tabebuia cassinoides"
"jureia",5,142,1,210,150,"Tabebuia cassinoides"
"jureia",5,142,2,500,150,"Tabebuia cassinoides"
"jureia",5,142,3,190,150,"Tabebuia cassinoides"
"jureia",5,142,4,200,150,"Tabebuia cassinoides"
"jureia",5,143,1,210,120,"Tabebuia cassinoides"
"jureia",5,143,2,360,120,"Tabebuia cassinoides"
"jureia",5,143,3,460,120,"Tabebuia cassinoides"
"jureia",5,144,1,300,80,"Tabebuia cassinoides"
"jureia",5,144,2,200,80,"Tabebuia cassinoides"
"jureia",5,144,3,240,80,"Tabebuia cassinoides"
"jureia",5,145,1,300,80,"Ilex durosa"
"jureia",5,146,1,220,70,"Tabebuia cassinoides"
"jureia",5,146,2,370,70,"Tabebuia cassinoides"
"jureia",5,146,3,280,70,"Tabebuia cassinoides"
"jureia",5,146,4,190,70,"Tabebuia cassinoides"
"jureia",5,146,5,260,70,"Tabebuia cassinoides"
"jureia",5,147,1,590,130,"Alchornea triplinervia"
"jureia",5,148,1,340,80,"Ilex durosa"
"jureia",5,149,1,460,100,"Ilex durosa"
"jureia",5,150,1,330,50,"Jacaranda puberula"
"jureia",5,150,2,310,50,"Jacaranda puberula"
"jureia",5,151,1,520,90,"Tabebuia cassinoides"
"jureia",5,152,1,330,60,"Tabebuia cassinoides"
"jureia",5,153,1,270,60,"Tabebuia cassinoides"
"jureia",5,154,1,170,40,"Tabebuia cassinoides"
"jureia",5,155,1,440,120,"Tabebuia cassinoides"
"jureia",5,156,1,330,60,"Psidium sp"
"jureia",5,157,1,300,60,"Tabebuia cassinoides"
"jureia",5,158,1,340,80,"Psidium sp"
"jureia",5,159,1,330,50,"Inga sp"
"jureia",5,160,1,210,120,"Psidium sp"
"jureia",5,160,2,190,120,"Psidium sp"
"jureia",5,160,3,290,120,"Psidium sp"
"jureia",5,160,4,180,120,"Psidium sp"
"jureia",5,160,5,220,120,"Psidium sp"
"jureia",5,160,6,320,120,"Psidium sp"
"jureia",5,161,1,360,90,"Inga sp"
"jureia",5,162,1,490,80,"Psidium sp"
"jureia",5,163,1,510,110,"Tabebuia cassinoides"
"jureia",5,163,2,470,110,"Tabebuia cassinoides"
"jureia",5,163,3,460,110,"Tabebuia cassinoides"
"jureia",5,163,4,270,110,"Tabebuia cassinoides"
"jureia",5,163,5,290,110,"Tabebuia cassinoides"
"jureia",5,164,1,270,70,"Andira fraxinifolia"
"jureia",5,170,1,380,100,"Tabebuia cassinoides"
"jureia",5,170,2,370,100,"Tabebuia cassinoides"
"jureia",5,170,3,280,100,"Tabebuia cassinoides"
"jureia",5,171,1,310,100,"Tabebuia cassinoides"
"jureia",5,171,2,330,100,"Tabebuia cassinoides"
"jureia",5,171,3,390,100,"Tabebuia cassinoides"
"jureia",5,172,1,370,150,"Tabebuia cassinoides"
"jureia",5,172,2,240,150,"Tabebuia cassinoides"
"jureia",5,172,3,530,150,"Tabebuia cassinoides"
"jureia",5,173,1,430,120,"Tabebuia cassinoides"
"jureia",5,174,1,300,90,"Tabebuia cassinoides"
"jureia",5,175,1,520,120,"Tabebuia cassinoides"
"jureia",5,176,1,270,100,"Tabebuia cassinoides"
"jureia",5,177,1,640,150,"Tabebuia cassinoides"
"jureia",5,178,1,370,80,"Simplocos sp"
"jureia",5,179,1,420,140,"Tabebuia cassinoides"
"jureia",5,179,2,390,140,"Tabebuia cassinoides"
"jureia",5,179,3,170,140,"Tabebuia cassinoides"
"jureia",5,180,1,240,100,"Psidium sp"
"jureia",5,181,1,290,130,"Tabebuia cassinoides"
"jureia",5,181,2,550,130,"Tabebuia cassinoides"
"retiro",1,1,1,630,130,"Tabebuia cassinoides"
"retiro",1,2,1,425,120,"Tabebuia cassinoides"
"retiro",1,2,2,235,120,"Tabebuia cassinoides"
"retiro",1,2,3,475,120,"Tabebuia cassinoides"
"retiro",1,3,4,125,120,"Tabebuia cassinoides"
"retiro",1,3,5,200,120,"Tabebuia cassinoides"
"retiro",1,3,6,480,120,"Tabebuia cassinoides"
"retiro",1,3,7,390,120,"Tabebuia cassinoides"
"retiro",1,4,2,390,140,"Tabebuia cassinoides"
"retiro",1,4,3,295,140,"Tabebuia cassinoides"
"retiro",1,4,4,80,140,"Tabebuia cassinoides"
"retiro",1,4,5,65,140,"Tabebuia cassinoides"
"retiro",1,5,1,445,125,"Tabebuia cassinoides"
"retiro",1,6,1,160,60,"Mela 1"
"retiro",1,7,1,450,140,"Tabebuia cassinoides"
"retiro",1,8,1,260,90,"Tabebuia cassinoides"
"retiro",1,8,2,170,90,"Tabebuia cassinoides"
"retiro",1,9,1,415,130,"Tabebuia cassinoides"
"retiro",1,9,2,240,130,"Tabebuia cassinoides"
"retiro",1,10,1,335,110,"Tabebuia cassinoides"
"retiro",1,11,1,590,120,"Tabebuia cassinoides"
"retiro",1,12,1,250,100,"Tabebuia cassinoides"
"retiro",1,12,2,180,100,"Tabebuia cassinoides"
"retiro",1,13,1,425,100,"Tabebuia cassinoides"
"retiro",1,14,1,920,90,"Ilex sp"
"retiro",1,15,1,155,80,"Tabebuia cassinoides"
"retiro",1,16,1,330,80,"Mela 1"
"retiro",1,16,2,135,80,"Tabebuia cassinoides"
"retiro",1,17,1,610,150,"Tabebuia cassinoides"
"retiro",1,18,1,620,170,"Tabebuia cassinoides"
"retiro",1,18,2,285,170,"Tabebuia cassinoides"
"retiro",1,19,1,470,90,"Tabebuia cassinoides"
"retiro",1,19,2,100,90,"Tabebuia cassinoides"
"retiro",1,19,3,220,90,"Tabebuia cassinoides"
"retiro",1,20,1,290,90,"Tabebuia cassinoides"
"retiro",1,20,2,85,90,"Tabebuia cassinoides"
"retiro",1,20,3,70,90,"Tabebuia cassinoides"
"retiro",1,20,4,105,90,"Tabebuia cassinoides"
"retiro",1,21,1,265,85,"Tabebuia cassinoides"
"retiro",1,21,2,135,85,"Tabebuia cassinoides"
"retiro",1,21,3,275,85,"Tabebuia cassinoides"
"retiro",1,21,4,500,85,"Tabebuia cassinoides"
"retiro",1,22,1,540,130,"Tabebuia cassinoides"
"retiro",1,23,1,380,100,"Tabebuia cassinoides"
"retiro",1,23,2,530,100,"Tabebuia cassinoides"
"retiro",1,23,3,585,100,"Tabebuia cassinoides"
"retiro",1,23,4,180,100,"Tabebuia cassinoides"
"retiro",1,23,5,70,100,"Tabebuia cassinoides"
"retiro",1,23,6,85,100,"Tabebuia cassinoides"
"retiro",1,23,7,220,100,"Tabebuia cassinoides"
"retiro",1,23,8,80,100,"Tabebuia cassinoides"
"retiro",1,23,9,100,100,"Tabebuia cassinoides"
"retiro",1,24,1,310,80,"Tabebuia cassinoides"
"retiro",1,25,1,485,120,"Tabebuia cassinoides"
"retiro",1,25,2,370,120,"Tabebuia cassinoides"
"retiro",1,26,1,185,60,"Tabebuia cassinoides"
"retiro",1,26,2,265,60,"Tabebuia cassinoides"
"retiro",1,26,3,70,60,"Tabebuia cassinoides"
"retiro",1,26,4,70,60,"Tabebuia cassinoides"
"retiro",1,26,5,45,60,"Tabebuia cassinoides"
"retiro",1,26,6,110,60,"Tabebuia cassinoides"
"retiro",1,26,7,275,160,"Tabebuia cassinoides"
"retiro",1,27,1,490,140,"Tabebuia cassinoides"
"retiro",1,27,2,460,140,"Tabebuia cassinoides"
"retiro",1,27,3,345,140,"Tabebuia cassinoides"
"retiro",1,27,4,400,140,"Tabebuia cassinoides"
"retiro",1,27,5,150,140,"Tabebuia cassinoides"
"retiro",1,27,6,210,140,"Tabebuia cassinoides"
"retiro",1,27,7,305,140,"Tabebuia cassinoides"
"retiro",1,28,1,390,90,"Tabebuia cassinoides"
"retiro",1,28,2,150,90,"Tabebuia cassinoides"
"retiro",1,28,3,160,90,"Tabebuia cassinoides"
"retiro",1,28,4,250,90,"Tabebuia cassinoides"
"retiro",1,28,5,330,90,"Tabebuia cassinoides"
"retiro",1,28,6,200,90,"Tabebuia cassinoides"
"retiro",1,28,1,465,100,"Tabebuia cassinoides"
"retiro",1,28,2,245,100,"Tabebuia cassinoides"
"retiro",1,29,3,190,100,"Tabebuia cassinoides"
"retiro",1,30,1,240,70,"Tabebuia cassinoides"
"retiro",1,30,2,160,70,"Tabebuia cassinoides"
"retiro",1,30,3,190,70,"Tabebuia cassinoides"
"retiro",1,30,4,115,70,"Tabebuia cassinoides"
"retiro",1,30,5,90,70,"Tabebuia cassinoides"
"retiro",1,30,6,215,70,"Tabebuia cassinoides"
"retiro",1,31,1,305,80,"Tabebuia cassinoides"
"retiro",1,32,1,300,90,"Tabebuia cassinoides"
"retiro",1,32,2,285,90,"Tabebuia cassinoides"
"retiro",1,33,1,150,60,"Tabebuia cassinoides"
"retiro",1,34,1,70,70,"Tabebuia cassinoides"
"retiro",1,34,2,300,70,"Tabebuia cassinoides"
"retiro",1,34,3,110,70,"Tabebuia cassinoides"
"retiro",1,35,1,445,100,"Tabebuia cassinoides"
"retiro",1,36,1,475,110,"Tabebuia cassinoides"
"retiro",1,37,1,355,100,"Tabebuia cassinoides"
"retiro",1,37,2,295,100,"Tabebuia cassinoides"
"retiro",1,38,1,230,80,"Tabebuia cassinoides"
"retiro",1,38,2,140,80,"Tabebuia cassinoides"
"retiro",1,39,1,510,90,"Tabebuia cassinoides"
"retiro",1,40,1,200,80,"Tabebuia cassinoides"
"retiro",1,41,1,320,120,"Tabebuia cassinoides"
"retiro",1,42,1,170,40,"Myrtaceae 3"
"retiro",1,42,2,130,40,"Myrtaceae 3"
"retiro",1,42,3,120,40,"Myrtaceae 3"
"retiro",1,43,1,445,100,"Tabebuia cassinoides"
"retiro",1,43,2,380,100,"Tabebuia cassinoides"
"retiro",1,44,1,260,90,"Alchornea triplinervia"
"retiro",1,45,1,325,90,"Tabebuia cassinoides"
"retiro",1,45,2,180,90,"Tabebuia cassinoides"
"retiro",1,45,3,110,90,"Tabebuia cassinoides"
"retiro",1,46,1,320,90,"Tabebuia cassinoides"
"retiro",1,46,2,130,90,"Tabebuia cassinoides"
"retiro",1,46,3,230,90,"Tabebuia cassinoides"
"retiro",1,46,4,410,90,"Tabebuia cassinoides"
"retiro",1,47,1,380,80,"Tabebuia cassinoides"
"retiro",1,47,2,70,80,"Tabebuia cassinoides"
"retiro",1,48,1,420,110,"Tabebuia cassinoides"
"retiro",1,48,2,180,110,"Tabebuia cassinoides"
"retiro",1,48,3,30,110,"Tabebuia cassinoides"
"retiro",1,48,4,60,110,"Tabebuia cassinoides"
"retiro",1,48,5,120,110,"Tabebuia cassinoides"
"retiro",1,49,1,470,100,"Tabebuia cassinoides"
"retiro",1,49,2,60,100,"Tabebuia cassinoides"
"retiro",1,49,3,140,100,"Tabebuia cassinoides"
"retiro",1,49,4,240,100,"Tabebuia cassinoides"
"retiro",1,50,1,200,50,"Mela 1"
"retiro",1,51,1,390,100,"Tabebuia cassinoides"
"retiro",1,52,1,270,110,"Tabebuia cassinoides"
"retiro",1,53,1,290,80,"Tabebuia cassinoides"
"retiro",1,53,2,130,80,"Tabebuia cassinoides"
"retiro",1,53,3,100,80,"Tabebuia cassinoides"
"retiro",1,54,1,280,80,"Tabebuia cassinoides"
"retiro",1,55,1,440,150,"Tabebuia cassinoides"
"retiro",1,55,2,40,150,"Tabebuia cassinoides"
"retiro",1,55,3,40,150,"Tabebuia cassinoides"
"retiro",1,55,4,80,150,"Tabebuia cassinoides"
"retiro",1,55,5,110,150,"Tabebuia cassinoides"
"retiro",1,56,1,240,90,"Tabebuia cassinoides"
"retiro",1,56,2,100,90,"Tabebuia cassinoides"
"retiro",1,56,3,160,90,"Tabebuia cassinoides"
"retiro",2,57,1,780,120,"Tabebuia cassinoides"
"retiro",2,58,1,220,60,"Tabebuia cassinoides"
"retiro",2,58,2,180,60,"Tabebuia cassinoides"
"retiro",2,58,3,30,60,"Tabebuia cassinoides"
"retiro",2,58,4,60,60,"Tabebuia cassinoides"
"retiro",2,58,5,50,60,"Tabebuia cassinoides"
"retiro",2,58,6,40,60,"Tabebuia cassinoides"
"retiro",2,58,7,50,60,"Tabebuia cassinoides"
"retiro",2,58,8,40,60,"Tabebuia cassinoides"
"retiro",2,59,1,220,50,"Mela 1"
"retiro",2,60,1,340,90,"Tabebuia cassinoides"
"retiro",2,60,2,110,90,"Tabebuia cassinoides"
"retiro",2,61,1,410,100,"Tabebuia cassinoides"
"retiro",2,61,2,440,100,"Tabebuia cassinoides"
"retiro",2,61,3,360,100,"Tabebuia cassinoides"
"retiro",2,62,1,430,100,"Tabebuia cassinoides"
"retiro",2,63,1,390,60,"Mela 1"
"retiro",2,63,2,280,60,"Mela 1"
"retiro",2,63,3,60,60,"Mela 1"
"retiro",2,63,4,90,60,"Mela 1"
"retiro",2,63,5,100,60,"Mela 1"
"retiro",2,64,1,510,110,"Coussapoa micropoda"
"retiro",2,64,2,240,110,"Coussapoa micropoda"
"retiro",2,65,1,450,70,"Coussapoa micropoda"
"retiro",2,66,1,380,70,"Coussapoa micropoda"
"retiro",2,67,1,210,50,"Alchornea triplinervia"
"retiro",2,67,2,40,50,"Alchornea triplinervia"
"retiro",2,67,3,40,50,"Alchornea triplinervia"
"retiro",2,67,4,40,50,"Alchornea triplinervia"
"retiro",2,67,5,20,50,"Alchornea triplinervia"
"retiro",2,67,6,30,50,"Alchornea triplinervia"
"retiro",2,67,7,80,50,"Alchornea triplinervia"
"retiro",2,67,8,40,50,"Alchornea triplinervia"
"retiro",2,67,9,240,50,"Alchornea triplinervia"
"retiro",2,68,1,220,70,"Tabebuia cassinoides"
"retiro",2,68,2,60,70,"Tabebuia cassinoides"
"retiro",2,68,3,150,70,"Tabebuia cassinoides"
"retiro",2,69,1,370,110,"Tabebuia cassinoides"
"retiro",2,69,2,70,110,"Tabebuia cassinoides"
"retiro",2,69,3,200,110,"Tabebuia cassinoides"
"retiro",2,69,4,150,110,"Tabebuia cassinoides"
"retiro",2,69,5,165,110,"Tabebuia cassinoides"
"retiro",2,69,6,290,110,"Tabebuia cassinoides"
"retiro",2,70,1,530,130,"Tabebuia cassinoides"
"retiro",2,70,2,360,130,"Tabebuia cassinoides"
"retiro",2,70,3,80,130,"Tabebuia cassinoides"
"retiro",2,71,1,200,70,"Mela 1"
"retiro",2,71,2,180,70,"Mela 1"
"retiro",2,71,3,70,70,"Mela 1"
"retiro",2,72,1,130,40,"Tabebuia cassinoides"
"retiro",2,72,2,90,40,"Tabebuia cassinoides"
"retiro",2,73,1,190,50,"Tabebuia cassinoides"
"retiro",2,73,2,190,50,"Tabebuia cassinoides"
"retiro",2,74,1,210,60,"Tabebuia cassinoides"
"retiro",2,74,2,190,60,"Tabebuia cassinoides"
"retiro",2,74,3,130,60,"Tabebuia cassinoides"
"retiro",2,74,4,90,60,"Tabebuia cassinoides"
"retiro",2,74,5,150,60,"Tabebuia cassinoides"
"retiro",2,74,6,155,60,"Tabebuia cassinoides"
"retiro",2,74,7,230,60,"Tabebuia cassinoides"
"retiro",2,75,1,140,50,"Mela 2"
"retiro",3,76,1,230,60,"Mela 1"
"retiro",3,77,1,250,50,"Tabebuia 1"
"retiro",3,77,2,80,50,"Tabebuia 1"
"retiro",3,77,3,100,50,"Tabebuia 1"
"retiro",3,77,4,70,50,"Tabebuia 1"
"retiro",3,77,5,60,50,"Tabebuia 1"
"retiro",3,77,6,110,50,"Tabebuia 1"
"retiro",3,77,7,110,50,"Tabebuia 1"
"retiro",3,78,1,300,40,"Eugenia oblongata"
"retiro",3,79,1,450,100,"Eugenia oblongata"
"retiro",3,80,1,220,20,"Mela 2"
"retiro",3,81,1,490,100,"Alchornea triplinervia"
"retiro",3,82,1,250,60,"Tabebuia 1"
"retiro",3,82,2,410,60,"Tabebuia 1"
"retiro",3,83,1,190,50,"Tabebuia 1"
"retiro",3,84,1,250,60,"Mela 1"
"retiro",3,85,1,210,70,"Mela 1"
"retiro",3,85,2,130,70,"Mela 1"
"retiro",3,86,1,160,50,"Tabebuia cassinoides"
"retiro",3,87,1,210,20,"Mela 1"
"retiro",3,88,1,230,90,"Tabebuia cassinoides"
"retiro",3,89,1,270,60,"Tabebuia cassinoides"
"retiro",3,90,1,230,60,"Mela 1"
"retiro",3,91,1,340,50,"Mela 1"
"retiro",3,92,1,190,50,"Mela 1"
"retiro",3,93,1,240,70,"Mela 1"
"retiro",3,94,1,170,50,"Tabebuia cassinoides"
"retiro",3,95,1,160,50,"Mela 1"
"retiro",3,96,1,180,50,"Mela 1"
"retiro",3,96,2,120,50,"Mela 1"
"retiro",3,97,1,200,50,"Mela 1"
"retiro",3,98,1,240,80,"Tabebuia cassinoides"
"retiro",3,99,1,170,25,"Ilex sp"
"retiro",3,100,1,330,70,"Tabebuia cassinoides"
"retiro",3,101,1,150,50,"Tabebuia cassinoides"
"retiro",3,102,1,170,70,"Cecropia sp"
"retiro",3,103,1,200,70,"Tabebuia cassinoides"
"retiro",3,104,1,450,110,"Tabebuia cassinoides"
"retiro",3,105,1,210,70,"Tabebuia cassinoides"
"retiro",3,106,1,420,30,"Cyathea sp"
"retiro",3,107,1,390,120,"Tabebuia cassinoides"
"retiro",3,108,1,160,60,"Solanum sp1"
"retiro",3,109,1,240,80,"Tabebuia cassinoides"
"retiro",3,110,1,180,30,"Tabebuia cassinoides"
"retiro",3,111,1,330,70,"Tabebuia cassinoides"
"retiro",3,112,1,250,60,"Mela 1"
"retiro",3,113,1,170,50,"Mela 1"
"retiro",3,114,1,160,70,"Solanum sp2"
"retiro",3,115,1,730,110,"Tabebuia cassinoides"
"retiro",3,116,1,180,60,"Tabebuia cassinoides"
"retiro",3,117,1,340,90,"Tabebuia cassinoides"
"retiro",3,118,1,250,80,"Tabebuia cassinoides"
"retiro",3,119,1,350,25,"Cyathea sp"
"retiro",3,120,1,250,90,"Tabebuia cassinoides"
"retiro",3,121,1,160,60,"Tabebuia cassinoides"
"retiro",3,122,1,250,100,"Tabebuia cassinoides"
"retiro",3,123,1,310,90,"Tabebuia cassinoides"
"retiro",3,124,1,540,100,"Tabebuia cassinoides"
"retiro",3,125,1,290,50,"Mela 1"
"retiro",3,126,1,250,70,"Tabebuia cassinoides"
"retiro",3,127,1,240,90,"Mela 1"
"retiro",3,128,1,190,90,"Tabebuia cassinoides"
"retiro",3,129,1,230,90,"Alchornea triplinervia"
"retiro",3,130,1,280,120,"Tabebuia cassinoides"
"retiro",3,131,1,180,70,"Mela 1"
"retiro",3,132,1,360,80,"Coussapoa micropoda"
"retiro",3,133,1,220,80,"Tabebuia cassinoides"
"retiro",3,134,1,380,110,"Tabebuia cassinoides"
"retiro",3,135,1,220,60,"Mela 1"
"retiro",3,135,2,170,60,"Mela 1"
"retiro",3,135,3,140,60,"Mela 1"
"retiro",3,136,1,260,80,"Tabebuia cassinoides"
"retiro",3,137,1,260,50,"Tabebuia cassinoides"
"retiro",3,138,1,240,50,"Mela 1"
"retiro",4,139,1,190,50,"Tabebuia cassinoides"
"retiro",4,139,2,140,50,"Tabebuia cassinoides"
"retiro",4,139,3,40,50,"Tabebuia cassinoides"
"retiro",4,139,4,60,50,"Tabebuia cassinoides"
"retiro",4,139,5,30,50,"Tabebuia cassinoides"
"retiro",4,139,6,160,50,"Tabebuia cassinoides"
"retiro",4,139,7,80,50,"Tabebuia cassinoides"
"retiro",4,139,8,80,50,"Tabebuia cassinoides"
"retiro",4,139,9,140,50,"Tabebuia cassinoides"
"retiro",4,139,10,60,50,"Tabebuia cassinoides"
"retiro",4,139,11,70,50,"Tabebuia cassinoides"
"retiro",4,140,1,190,60,"Tabebuia cassinoides"
"retiro",4,141,1,160,60,"Tabebuia cassinoides"
"retiro",4,142,1,180,50,"Tabebuia cassinoides"
"retiro",4,143,1,170,40,"Mela 1"
"retiro",4,144,1,240,60,"Tabebuia cassinoides"
"retiro",4,145,1,150,30,"Tabebuia cassinoides"
"retiro",4,146,1,230,50,"Tabebuia cassinoides"
"retiro",4,147,1,210,50,"Tabebuia cassinoides"
"retiro",4,148,1,160,50,"Tabebuia cassinoides"
"retiro",4,148,2,120,50,"Tabebuia cassinoides"
"retiro",4,149,1,290,80,"Tabebuia cassinoides"
"retiro",4,150,1,150,30,"Mela 1"
"retiro",4,151,1,220,60,"Tabebuia cassinoides"
"retiro",4,152,1,250,10,"Mela 1"
"retiro",4,153,1,160,60,"Tabebuia cassinoides"
"retiro",4,154,1,270,80,"Tabebuia cassinoides"
"retiro",4,155,1,190,30,"Tabebuia cassinoides"
"retiro",4,155,2,180,30,"Tabebuia cassinoides"
"retiro",4,156,1,210,5,"Mela 1"
"retiro",4,157,1,170,50,"Tabebuia cassinoides"
"retiro",4,158,1,200,60,"Tabebuia cassinoides"
"retiro",4,158,2,170,60,"Tabebuia cassinoides"
"retiro",4,158,3,100,60,"Tabebuia cassinoides"
"retiro",4,158,4,170,60,"Tabebuia cassinoides"
"retiro",4,159,1,380,100,"Tabebuia cassinoides"
"retiro",4,160,1,270,70,"Tabebuia cassinoides"
"retiro",4,161,1,150,50,"Tabebuia cassinoides"
"retiro",4,162,1,260,70,"Tabebuia cassinoides"
"retiro",4,163,1,380,90,"Tabebuia cassinoides"
"retiro",4,164,1,280,60,"Mela 1"
"retiro",4,164,2,320,60,"Mela 1"
"retiro",4,164,3,140,60,"Mela 1"
"retiro",4,165,1,330,70,"Tabebuia cassinoides"
"retiro",4,166,1,300,70,"Tabebuia cassinoides"
"retiro",4,167,1,290,80,"Tabebuia cassinoides"
"retiro",4,168,1,180,50,"Tabebuia cassinoides"
"retiro",4,169,1,160,20,"Mela 1"
"retiro",4,170,1,190,90,"Tabebuia cassinoides"
"retiro",4,171,1,380,100,"Tabebuia cassinoides"
"retiro",4,172,1,300,50,"Mela 1"
"retiro",4,173,1,300,90,"Tabebuia cassinoides"
"retiro",4,174,1,190,50,"Mela 1"
"retiro",4,174,2,210,50,"Mela 1"
